;Unnamed: 0;country;description;designation;points;price;province;region_1;region_2;variety;winery;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;Id
68;68;US;Big, bold, dark and chewy, this builds upon substantial black-cherry fruit and supporting acids. Still knitting together, it shows highlights of cedar and tobacco, along with thick tannins. Give this a couple more years of bottle age, and drink after 2018.;Schindler Vineyard;91;50.0;Oregon;Eola-Amity Hills;Willamette Valley;Pinot Noir;Panther Creek;7.6;0.9;0.06;2.5;0.079;5.0;10.0;0.9967;3.39;0.56;9.8;5;98
69;69;US;A juiciness of cherry and vanilla spark the opening of this wine, a celebration of the vintage, appellation and in this case, fruit-forwardness of the variety. With a backbone of oak and cedar, it has smooth tannins and medium weight, finishing in mocha chocolate. Drink now through 2022.;Barrel Select;91;60.0;California;Rutherford;Napa;Cabernet Sauvignon;Provenance Vineyards;8.1;0.545;0.18;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;9.0;6;99
70;70;US;Sweetened tannins highlight a depth of chocolate and blackberry in this 100% varietal wine made in small amounts. Soft and juicy, it crafts a balance of richness and density around elegant spicy clove and cinnamon.;District Collection;91;85.0;California;St. Helena;Napa;Cabernet Sauvignon;Raymond;8.3;0.61;0.3;2.1;0.084;11.0;50.0;0.9972;3.4;0.61;10.2;6;100
71;71;US;This wine draws from a handful of tremendous vineyard sites, including the producer's estate, Platt and Clary Ranch, all cool-climate and windswept. It's a tight, light and minimally messed-with wine, bright in cherry, pomegranate and rose.;;91;45.0;California;Sonoma Coast;Sonoma;Pinot Noir;Red Car;8.1;0.545;0.18;1.9;0.08;13.0;35.0;0.9972;3.3;0.59;9.0;6;102
72;72;Italy;This offers aromas of red rose, wild berry, dark cooking spice and a whiff of sun baked earth. The ripe palate offers black cherry marinated in spirits, licorice, game and a hint of chocolate alongside velvety tannins. The warmth of alcohol closes the finish. Drink 2018–2029.;Bussia Riserva;91;0;Piedmont;Barolo;;Nebbiolo;Silvano Bolmida;8.1;0.575;0.22;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;9.2;5;103
73;73;US;Massively fruity, this is an apple/pear bonanza, fleshy and almost lasciviously delicious. The huge fruit flavors convey an impression of sweetness, though this is not identified as off dry. It has tremendous density and length.;;91;19.0;Oregon;Willamette Valley;Willamette Valley;Pinot Gris;Trinity Vineyards;7.2;0.49;0.24;2.2;0.07;5.0;36.0;0.996;3.33;0.48;9.4;5;104
74;74;Portugal;It is the ripe dark Alicante Bouschet that dominates this firmly structured wine. It is packed with tannins along with a hugely dense texture and concentrated juicy berry flavors. It is very firm, still young. Wait until 2017.;Premium;91;15.0;Alentejo;;;Portuguese Red;Adega Cooperativa de Borba;8.1;0.575;0.22;2.1;0.077;12.0;65.0;0.9967;3.29;0.51;9.2;5;105
75;75;US;An elegant blend from different estate vineyards, this widely available cuvée brings sturdy tannins and red currant fruit, highlighted with pretty baking spices. It would be an ideal match for roast duck with an orange sauce.;Premier Cuvée;91;54.0;Oregon;Willamette Valley;Willamette Valley;Pinot Noir;Archery Summit;7.8;0.41;0.68;1.7;0.467;18.0;69.0;0.9973;3.08;1.31;9.3;5;106
76;76;France;This wine is bone-dry, although with some age the shock of the acidity has been rounded out by a hint of toast. It's linear, fresh and intensely crisp, with citrus and almond tones. Drink this wine from a good vintage now.;Le Nombre d'Or Brut Nature;91;85.0;Champagne;Champagne;;Chardonnay;Aubry;6.2;0.63;0.31;1.7;0.088;15.0;64.0;0.9969;3.46;0.79;9.3;5;107
77;77;US;Given four months in concrete egg, this is an exotically crisp and textured white, lean and high in acidity with plenty of mouthcoating body to find its balance. Lemon, grapefruit and tangerine are the highlights, finished in refreshing layers of white peach.;Juliana Vineyard;91;38.0;California;Napa Valley;Napa;Sauvignon Blanc;B Cellars;7.8;0.56;0.19;1.8;0.104;12.0;47.0;0.9964;3.19;0.93;9.5;5;110
78;78;US;This wine over-delivers in quality for the price. It's made from mostly Cabernet Sauvignon, with handfuls of Merlot, Malbec, Petit Verdot and Cabernet Franc blended in to good effect. The whole combines into layers of chocolate and graham cracker, dappled in vanilla and jam. Thick tannins suggest a swirl or two of the glass. The finish is all tobacco.;;91;28.0;California;Napa Valley;Napa;Cabernet Sauvignon;B Side;8.4;0.62;0.09;2.2;0.084;11.0;108.0;0.9964;3.15;0.66;9.8;5;111
79;79;Italy;Underbrush, smoke, mocha and dark fruit aromas lead the nose and carry over to the ripe palate along with dried black cherry, licorice and clove. Firm, velvety tannins provide the framework. Drink 2018–2028.;Boscato;91;75.0;Piedmont;Barolo;;Nebbiolo;Bel Colle;10.1;0.31;0.44;2.3;0.08;22.0;46.0;0.9988;3.32;0.67;9.7;6;113
80;80;US;Generous black-cherry fruit anchors this barrel-aged wine that remains tartly acidic, with pretty accents of toast and mocha. Focused, young and fresh, it should drink optimally 2018–2028.;Aeolian;91;42.0;Oregon;Eola-Amity Hills;Willamette Valley;Pinot Noir;Bethel Heights;7.8;0.56;0.19;1.8;0.104;12.0;47.0;0.9964;3.19;0.93;9.5;5;114
81;81;Israel;Dark red violet in color, this wine has aromas of cherry, lavender and rose petal. It is a well-balanced wine with flavors of black cherry, raspberry, Turkish delight and herbes de Provence. Silky tannins coat the palate into the lasting finish, which is punctuated by a note of bright cherry.;Reserve;91;25.0;Upper Galilee;;;Cabernet Sauvignon;Binyamina;9.4;0.4;0.31;2.2;0.09;13.0;62.0;0.9966;3.07;0.63;10.5;6;115
82;82;Italy;Berry, baking spice, dried iris, mint and a hint of vanilla come together on this structured wine. On the palate, notes of white pepper, sage, anise, orange zest and yellow peach accent the red cherry core while a balsamic note closes the finish. Firm, refined tannins provide the backbone.;Palliano Riserva;91;0;Piedmont;Roero;;Nebbiolo;Ceste;8.3;0.54;0.28;1.9;0.077;11.0;40.0;0.9978;3.39;0.61;10.0;6;116
83;83;Italy;This hearty red opens with aromas of leafy underbrush, leather, licorice and a hint of menthol. The firm, chewy palate offers ripe wild cherry, raspberry jam, anisette and tobacco. Brooding tannins support the dark flavors. Drink 2019–2029.;del Comune di Serralunga d'Alba;91;59.0;Piedmont;Barolo;;Nebbiolo;Cascina Cucco;7.3;1.07;0.09;1.7;0.178;10.0;89.0;0.9962;3.3;0.57;9.0;5;120
84;84;Italy;Enticing aromas of woodland berry, crushed rose, mint and menthol lead the nose on thisfull-bodied red. Mint carries over to the palate along with wild cherry, red raspberry, kitchen spice and a hint of toast. Assertive tannins and bright acidity hold it all together.;Bricco Luciani;91;85.0;Piedmont;Barolo;;Nebbiolo;Cascina del Monastero;8.8;0.55;0.04;2.2;0.119;14.0;56.0;0.9962;3.21;0.6;10.9;6;121
85;85;Italy;Aromas of French oak, coconut, vanilla and spiced plum lead the nose on this powerfully structured wine. The oak sensations carry over to the warm palate along with cherry marinated in spirits, licorice and menthol. Bracing, close-grained tannins provide the framework and need time to unwind. Best after 2020.;Bricco Gattera;91;80.0;Piedmont;Barolo;;Nebbiolo;Cordero di Montezemolo;7.3;0.695;0.0;2.5;0.075;3.0;13.0;0.998;3.49;0.52;9.2;5;122
86;86;France;This delicious, refreshing wine is textured, tight and mineral, with fruity acidity. Tangy and crisp, it has a tight structure, touches of toast along with apple and citrus flavors. The wine is still young and very tight, so should not be drunk before 2017.;Montmains Premier Cru;91;45.0;Burgundy;Chablis;;Chardonnay;Domaine Gérard Duplessis;7.8;0.5;0.17;1.6;0.0819999999999999;21.0;102.0;0.996;3.39;0.48;9.5;5;124
87;87;US;From a multiplicity of vineyards, this wine works and is a tremendous value for the price. It mixes hot mulled-cider spices, cinnamon, clove and pine forest, conveying surprising depth. Plum, dark cherry and more clove lead to a powerful, leathery finish.;;91;22.0;California;Napa Valley;Napa;Cabernet Sauvignon;Eagle Glen;8.2;1.33;0.0;1.7;0.081;3.0;12.0;0.9964;3.53;0.49;10.9;5;126
88;88;US;The first Pinot Noir release from this producer, this is a velvety-smooth, exotic and charming wine, light on the palate despite a concentration of ripe, rich fruit. Kirsch, cherry, raspberry and cinnamon combine to make the wine invitingly lush and plush.;Bacigalupi Vineyard;91;65.0;California;Russian River Valley;Sonoma;Pinot Noir;Eleven Eleven;8.1;1.33;0.0;1.8;0.0819999999999999;3.0;12.0;0.9964;3.54;0.48;10.9;5;127
89;89;US;A red Meritage driven by 73% Cabernet Sauvignon, this structured, full-bodied wine also blends in 19% Merlot, 3% Petit Verdot and 3% Malbec. Blackberry and chocolate accent chalky tannins, with bold hits of black licorice, cassis, pencil and black tea. Drink now through 2020.;Magnificat;91;50.0;California;Napa Valley;Napa;Meritage;Franciscan;8.0;0.59;0.16;1.8;0.065;3.0;16.0;0.9962;3.42;0.92;10.5;7;128
90;90;US;Bright, light oak shadings dress up this medium-bodied wine, complementing the red cherry and strawberry flavors. It's fresh, fruity and not very tannic—easy to drink and enjoy.;;86;10.0;California;California;California Other;Cabernet Sauvignon;Belle Ambiance;8.0;0.745;0.56;2.0;0.118;30.0;134.0;0.9968;3.24;0.66;9.4;5;130
91;91;Portugal;The local Baga grape, better known for producing structured red wines, also lends itself to fruity sparkling rosé. Bright acidity gives this crisp wine its tangy, red currant character. Drink now.;Marquês de Marialva Rosé Bruto;86;12.0;Beira Atlantico;;;Baga;Adega de Cantanhede;5.6;0.5;0.09;2.3;0.049;17.0;99.0;0.9937;3.63;0.63;13.0;5;131
92;92;Italy;Aromas of white spring flower, orchard fruit and citrus spill out of the glass. The fun lively palate delivers ripe yellow peach and green apple alongside a foaming mousse.;Nature;86;22.0;Veneto;Prosecco;;Glera;De Stefani;7.9;1.04;0.05;2.2;0.084;13.0;29.0;0.9959;3.22;0.55;9.9;6;134
93;93;US;A smoky scent and earthy, crisp-apple flavors make this medium-bodied wine a change of pace from the average butterball Chardonnay. It has welcome acidity and a nicely smooth texture.;Small Lot Blend;86;13.0;California;Mendocino County;Mendocino/Lake Counties;Chardonnay;Parducci;8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;5;135
94;94;Portugal;This family-owned estate has produced an immediately attractive entry-level wine. Lightly spiced with wood, it blends Touriga Franca, Tinta Roriz and Tinta Barroca to show black fruit, ripe tannins and bright acidity. Drink now.;Muros de Vinha;86;10.0;Douro;;;Portuguese Red;Quinta do Portal;7.2;0.415;0.36;2.0;0.081;13.0;45.0;0.9972;3.48;0.64;9.2;5;137
95;95;France;This is a smooth, soft wine that is full of black fruits and ripe tannins. The Merlot rounds out the rougher edges of the Malbec to give a rich juicy wine that will develop quickly. It is all fruit, generous and ready to drink from 2017.;Château Beauvillain-Monpezat;86;14.0;Southwest France;Cahors;;Malbec-Merlot;Rigal;8.4;0.745;0.11;1.9;0.09;16.0;63.0;0.9965;3.19;0.82;9.6;5;140
96;96;US;This is an easygoing wine that's neither too oaky nor too crisp, with a decent blend of ripe pear and baking spice flavors paired with soft, smooth texture.;;86;18.0;California;California;California Other;Chardonnay;The Naked Grape;5.2;0.34;0.0;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;14.0;6;142
97;97;US;Blended with small amounts of Merlot, Cabernet Franc, Petit Verdot and Malbec, this is an austere, unfussy red made in modest quantities that has crisp red currant and cranberry flavors interwoven with cedar and dried herb.;;86;36.0;California;Sonoma Valley;Sonoma;Cabernet Sauvignon;Tin Barn;6.3;0.39;0.08;1.7;0.066;3.0;20.0;0.9954;3.34;0.58;9.4;5;143
98;98;France;Closer to Bordeaux than is Cahors, this is Malbec with a cooler visage. It has spice and stalky tannins along with plenty of acidity. The wine is bright with red berry fruits and a crisp lightly mineral aftertaste. Drink from 2018.;Pigmentum;86;15.0;Southwest France;Buzet;;Merlot-Malbec;Georges Vigouroux;5.2;0.34;0.0;1.8;0.05;27.0;63.0;0.9916;3.68;0.79;14.0;6;144
99;99;France;This is a blend of 60% Ugni Blanc and 40% Colombard that gives a deliciously light and refreshing wine. Bright and breezy, it is perfumed, herbal and full of direct citrus flavors. Drink now.;Pigmentum;86;10.0;Southwest France;Côtes de Gascogne;;Ugni Blanc-Colombard;Georges Vigouroux;8.1;0.67;0.55;1.8;0.1169999999999999;32.0;141.0;0.9968;3.17;0.62;9.4;5;145
100;100;US;Juicy kiwi, lime blossom and sour apple candy aromas show on the nose of this ripe white—the first 2016 submitted from the region. The palate is oily in texture, with honeydew and more lime-kiwi-bubblegum flavors.;;86;24.0;California;South Coast;South Coast;Viognier;Hawk Watch Winery;5.8;0.68;0.02;1.8;0.087;21.0;94.0;0.9944;3.54;0.52;10.0;5;146
101;101;US;Brambly and herbal, this wine shows bright acidity underlying a full-bodied, incoherently ripe palate of tar, toffee and rich cola notes.;Stephanie;86;50.0;California;Napa Valley;Napa;Cabernet Sauvignon;Hestan;6.9;0.49;0.1;2.3;0.074;12.0;30.0;0.9959;3.42;0.58;10.2;6;148
102;102;Italy;The nose is a bit shy but eventually reveals underbrush, red berry and a toasted note. The straightforward palate is quite lean, offering raw sour cherry, a green note of powdered sage and a hint of ground pepper alongside raspy tannins that leave an astringent finish.;;86;45.0;Tuscany;Brunello di Montalcino;;Sangiovese;Il Grappolo;7.3;0.33;0.47;2.1;0.077;5.0;11.0;0.9958;3.33;0.53;10.3;6;150
103;103;US;This Cabernet Sauvignon-dominant blend boasts leather, tobacco leaf and black pepper flavors, giving it muscle and a rustic edge, the tannins and fruit mellowed with age.;Bella's Blend;86;48.0;California;Knights Valley;Sonoma;Cabernet Sauvignon-Cabernet Franc;Ehret;9.2;0.52;1.0;3.4;0.61;32.0;69.0;0.9996;2.74;2.0;9.4;4;151
104;104;US;Fans of stickies may find pleasure in this bottling, but it is tremendously sweet and oily. Candied honeydew and kiwi scents meet with sweet juniper and pine on the nose. On the palate, it tastes squarely of golden honey. It's soft, unctuous and thick in consistency.;Tears of Dew Late Harvest;86;20.0;California;Paso Robles;Central Coast;Moscato;EOS;7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;5;152
105;105;US;Aromas of ripe (leaning almost overripe) apple, melon and orange peel are followed by medium-sweet fruit flavors. It needs more acid to stand it up.;Tudor Hills Vineyard;86;17.0;Washington;Yakima Valley;Columbia Valley;Pinot Grigio;Martinez & Martinez;7.5;0.6;0.03;1.8;0.095;25.0;99.0;0.995;3.35;0.54;10.1;5;153
106;106;US;Strong wood smoke and grilled meat aromas lead to equally assertive oak and dried herb flavors, giving this wine extreme personality. It has medium body and rather soft tannins and texture to balance.;;86;12.0;California;Lodi;Central Valley;Cabernet Franc;Ironstone;7.1;0.43;0.42;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;10.5;5;155
107;107;US;This medium-bodied wine has more earthy and floral flavors than straightforward fruit, so it's something a bit different. Well-priced and easy to drink, it can please a crowd.;;86;10.0;California;California;California Other;Chardonnay;Leaping Horse;7.1;0.43;0.42;5.5;0.07;29.0;129.0;0.9973;3.42;0.72;10.5;5;156
108;108;US;This wine is dry and substantial, emphasizing earthy, savory flavors over fruity ones. An attractive walnut and almond element carries through from the aroma to the flavors.;;86;13.0;California;California;California Other;White Blend;Kitchen Sink;7.1;0.43;0.42;5.5;0.071;28.0;128.0;0.9973;3.42;0.71;10.5;5;157
109;109;US;This is from a hillside estate vineyard and is entirely barrel fermented, its oak subtle and supportive. Medium bodied and not overripe, it offers honeysuckle aromas and lime and lemon rind flavors.;Homestead Block;86;45.0;California;Napa Valley;Napa;Chardonnay;Kuleto Estate;7.1;0.68;0.0;2.2;0.073;12.0;22.0;0.9969;3.48;0.5;9.3;5;158
